Price,Close,High,Low,Open,Volume
Ticker,XU030.IS,XU030.IS,XU030.IS,XU030.IS,XU030.IS
Date,,,,,
2023-11-24,8478.400390625,8524.099609375,8356.400390625,8403.599609375,1353200
2023-11-27,8682.400390625,8711.5,8546.2001953125,8552.2001953125,1824700
2023-11-28,8684.900390625,8732.7001953125,8623.900390625,8686.7001953125,1598100
2023-11-29,8635.900390625,8719.099609375,8603.400390625,8704.900390625,1424900
2023-11-30,8540.7001953125,8677.400390625,8502.5,8631.0,1505900
2023-12-01,8645.7998046875,8720.0,8563.0,8686.400390625,1397900
2023-12-04,8731.599609375,8754.2998046875,8590.0,8669.900390625,1580100
2023-12-05,8673.099609375,8754.900390625,8626.400390625,8738.0,1207700
2023-12-06,8471.099609375,8745.7001953125,8471.099609375,8680.2998046875,1868800
2023-12-07,8615.2001953125,8615.2001953125,8355.7998046875,8483.7001953125,1557100
2023-12-08,8495.400390625,8621.2001953125,8464.7001953125,8621.2001953125,1304800
2023-12-11,8323.7001953125,8504.2998046875,8315.7001953125,8500.099609375,1468100
2023-12-12,8350.900390625,8403.7998046875,8250.5,8321.0,1651300
2023-12-13,8135.2001953125,8315.2001953125,8135.2001953125,8303.7001953125,1727000
2023-12-14,8491.099609375,8513.2998046875,8216.2998046875,8242.7998046875,1649100
2023-12-15,8664.7001953125,8681.2998046875,8483.0,8496.0,1738400
2023-12-18,8487.2998046875,8691.5,8471.599609375,8618.5,1527800
2023-12-19,8390.2001953125,8476.099609375,8309.5,8475.7998046875,1662200
2023-12-20,8354.099609375,8424.2001953125,8289.900390625,8378.0,1237500
2023-12-21,8450.2998046875,8489.400390625,8310.7998046875,8345.900390625,1457000
2023-12-22,8207.5,8474.599609375,8205.099609375,8454.099609375,1215000
2023-12-26,7955.7001953125,8075.2998046875,7857.7001953125,7969.2998046875,1115700
2023-12-27,7899.5,8014.39990234375,7840.5,7937.2998046875,1355200
2023-12-28,8015.89990234375,8093.10009765625,7919.60009765625,7919.60009765625,1092700
2023-12-29,8020.7998046875,8106.10009765625,8003.2001953125,8033.2001953125,1150500
2024-01-02,8182.89990234375,8194.7001953125,8106.39990234375,8113.0,1340700
2024-01-03,7969.10009765625,8179.2001953125,7965.89990234375,8179.2001953125,1267600
2024-01-04,8140.7001953125,8140.7001953125,7944.5,7982.89990234375,1407200
2024-01-05,8213.2998046875,8213.2998046875,8098.89990234375,8156.2998046875,1292100
2024-01-08,8463.7001953125,8469.400390625,8242.7998046875,8242.7998046875,1797400
2024-01-09,8398.5,8539.5,8355.0,8506.900390625,1916500
2024-01-10,8565.2998046875,8591.7001953125,8367.2998046875,8387.0,1773700
2024-01-11,8584.099609375,8634.0,8540.900390625,8600.2998046875,1597500
2024-01-12,8675.400390625,8799.599609375,8461.099609375,8534.099609375,2373200
2024-01-15,8726.2001953125,8781.2998046875,8653.2001953125,8684.099609375,1484100
2024-01-16,8692.400390625,8779.400390625,8659.099609375,8748.2001953125,1475600
2024-01-17,8673.900390625,8715.900390625,8635.0,8650.5,1376800
2024-01-18,8649.2998046875,8779.2001953125,8649.2998046875,8764.599609375,1713900
2024-01-19,8623.900390625,8685.2998046875,8567.099609375,8679.400390625,1409100
2024-01-22,8643.0,8716.099609375,8588.2998046875,8622.099609375,1490100
2024-01-23,8557.599609375,8793.2998046875,8521.599609375,8748.7001953125,1731900
2024-01-24,8731.2001953125,8799.900390625,8549.599609375,8590.2001953125,1656300
2024-01-25,8786.400390625,8863.7998046875,8713.5,8792.7001953125,1737500
2024-01-26,8979.5,8983.099609375,8794.900390625,8803.599609375,1937200
2024-01-29,9108.0,9138.2001953125,9031.2001953125,9034.900390625,1679000
